<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.05	18:00:00	86876	86887	86016	86016	7702	35086	1
2018.02.06	08:00:00	86016	86486	85224	85366	128994	370649	1
2018.02.06	10:00:00	85361	86533	85044	86359	259733	773923	1
2018.02.06	12:00:00	86359	88122	86163	87573	364242	987746	1
2018.02.06	14:00:00	87579	88360	87272	88149	178804	615451	1
2018.02.06	16:00:00	88154	89168	87679	89036	170146	610663	1
2018.02.06	18:00:00	89036	89305	88936	89068	5082	23379	1
2018.02.07	08:00:00	88598	88936	88339	88841	88359	270915	1
2018.02.07	10:00:00	88841	88983	88360	88798	187110	556384	1
2018.02.07	12:00:00	88798	89279	88518	88740	199968	648990	1
2018.02.07	14:00:00	88740	89099	87763	87827	183514	590941	1
2018.02.07	16:00:00	87827	88128	87177	87336	170952	592154	1
2018.02.07	18:00:00	87341	87616	87330	87616	3407	16828	1
2018.02.08	08:00:00	87177	87959	87172	87758	71155	213166	1
2018.02.08	10:00:00	87758	88270	87499	88122	191082	619977	1
2018.02.08	12:00:00	88128	88254	86966	87051	193619	698829	1
2018.02.08	14:00:00	87051	87352	85841	85958	247583	932742	1
2018.02.08	16:00:00	85963	86734	85646	86047	209256	825439	1
2018.02.08	18:00:00	86047	86237	85884	85884	3613	17275	1
2018.02.09	08:00:00	86058	86596	85556	85762	101014	265316	1
2018.02.09	10:00:00	85767	86501	85382	86274	227454	644242	1
2018.02.09	12:00:00	86280	86533	85192	85356	259889	798950	1
2018.02.09	14:00:00	85308	85562	84273	84564	226273	720892	1
2018.02.09	16:00:00	84553	86016	84115	85540	232234	829927	1
2018.02.09	18:00:00	85530	85657	85261	85540	7348	20415	1
2018.02.14	12:00:00	87647	87804	87078	87663	127637	353359	1
2018.02.14	14:00:00	87663	88113	87344	88013	177319	552902	1
2018.02.14	16:00:00	88013	88615	87893	88374	141904	528656	1
2018.02.14	18:00:00	88369	88395	88259	88301	3633	17275	1
2018.02.15	08:00:00	89101	89195	88798	89080	65636	204816	1
2018.02.15	10:00:00	89080	89341	88907	89258	147219	497472	1
2018.02.15	12:00:00	89258	89551	88881	88887	168539	595251	1
2018.02.15	14:00:00	88892	89341	88693	89049	170507	625093	1
2018.02.15	16:00:00	89054	89446	88881	88928	123019	470421	1
2018.02.15	18:00:00	88923	89049	88866	89002	4073	20969	1
2018.02.16	08:00:00	89305	89326	89096	89111	49154	180435	1
2018.02.16	10:00:00	89111	89247	88745	88782	128825	398285	1
2018.02.16	12:00:00	88782	89137	88515	88991	153937	529456	1
2018.02.16	14:00:00	88991	89409	88907	89085	121562	442739	1
2018.02.16	16:00:00	89085	89336	88709	89310	131398	486718	1
2018.02.16	18:00:00	89310	89404	89247	89404	4151	20092	1
2018.02.19	08:00:00	89666	89796	89451	89545	50609	162425	1
2018.02.19	10:00:00	89545	89739	89415	89540	95062	310474	1
2018.02.19	12:00:00	89540	89551	89289	89498	80879	274214	1
2018.02.19	14:00:00	89498	89519	89373	89435	32742	108655	1
2018.02.19	16:00:00	89441	89509	89347	89477	24296	91883	1
2018.02.19	18:00:00	89472	89639	89456	89545	2299	13612	1
2018.02.20	08:00:00	89038	89169	88934	89153	48891	173948	1
2018.02.20	10:00:00	89148	89760	88907	89629	161541	579568	1
2018.02.20	12:00:00	89629	90675	89556	90617	178864	691414	1
2018.02.20	14:00:00	90617	91182	90612	90795	146636	604181	1
2018.02.20	16:00:00	90795	90837	90167	90560	129379	508522	1
2018.02.20	18:00:00	90570	90685	90476	90685	4686	22043	1
2018.02.21	08:00:00	90560	90920	90418	90884	49086	170832	1
2018.02.21	10:00:00	90879	91647	90795	91255	171452	605911	1
2018.02.21	12:00:00	91255	91543	91020	91443	126875	451317	1
2018.02.21	14:00:00	91448	91725	91271	91558	116130	395754	1
2018.02.21	16:00:00	91558	92311	90837	90873	221277	818394	1
2018.02.21	18:00:00	90863	90952	90554	90554	5001	20732	1
2018.02.22	08:00:00	90978	91161	90716	91114	56384	182245	1
2018.02.22	10:00:00	91109	92071	91056	91642	217502	689950	1
2018.02.22	12:00:00	91647	92008	91558	91888	162393	557680	1
2018.02.22	14:00:00	91888	91961	91088	91328	150260	574323	1
2018.02.22	16:00:00	91333	91678	91177	91506	139267	540687	1
2018.02.22	18:00:00	91506	91579	91396	91543	5006	16854	1
2018.02.23	08:00:00	92018	92165	91773	91992	62722	194946	1
2018.02.23	10:00:00	91997	92065	91600	91694	151337	504303	1
2018.02.23	12:00:00	91689	91767	90826	91475	175849	655328	1
2018.02.23	14:00:00	91475	91767	91250	91647	161442	627910	1
2018.02.23	16:00:00	91647	92144	91548	92133	134195	520494	1
2018.02.23	18:00:00	92128	92175	92060	92175	4770	17965	1
2018.02.26	08:00:00	92635	92928	92536	92876	46087	145593	1
2018.02.26	10:00:00	92870	93226	92562	92614	159047	530922	1
2018.02.26	12:00:00	92609	92677	92217	92536	154059	550379	1
2018.02.26	14:00:00	92541	92803	92196	92295	137770	512000	1
2018.02.26	16:00:00	92295	92667	92065	92468	124180	466889	1
2018.02.26	18:00:00	92468	92578	92421	92536	3614	17836	1
2018.02.27	08:00:00	92196	92332	92118	92227	38541	116287	1
2018.02.27	10:00:00	92238	92714	92071	92285	144943	479711	1
2018.02.27	12:00:00	92274	92457	91360	91668	159011	567285	1
2018.02.27	14:00:00	91673	92154	91605	91935	115914	418722	1
2018.02.27	16:00:00	91940	91992	91626	91678	88985	323856	1
2018.02.27	18:00:00	91668	91720	91569	91569	3956	16719	1
2018.02.28	08:00:00	91569	91642	91391	91574	49114	155719	1
2018.02.28	10:00:00	91579	91971	91114	91673	202025	758850	1
2018.02.28	12:00:00	91678	91694	90533	90884	178144	711880	1
2018.02.28	14:00:00	90879	91046	90612	91020	129164	529160	1
2018.02.28	16:00:00	91020	91056	90047	90063	145053	536707	1
2018.02.28	18:00:00	90073	90110	89927	89958	8520	32159	1
2018.03.01	08:00:00	89718	90288	89629	90199	74636	234229	1
2018.03.01	10:00:00	90204	91025	90094	90575	228106	785670	1
2018.03.01	12:00:00	90575	90983	90251	90690	207303	761907	1
2018.03.01	14:00:00	90685	90711	89551	89561	223986	844708	1
2018.03.01	16:00:00	89561	90272	89179	90115	209202	841775	1
2018.03.01	18:00:00	90120	90188	90011	90120	3390	15687	1
2018.03.02	08:00:00	89592	89713	89258	89268	70959	216906	1
2018.03.02	10:00:00	89258	89493	88416	88604	248520	806255	1
2018.03.02	12:00:00	88609	89273	88468	89253	172502	625921	1
2018.03.02	14:00:00	89247	89786	89148	89545	163939	622219	1
2018.03.02	16:00:00	89540	90518	89540	90455	135209	525431	1
2018.03.02	18:00:00	90465	90554	90371	90450	4310	20928	1
2018.03.05	08:00:00	90241	90403	90000	90058	51111	148445	1
2018.03.05	10:00:00	90052	90220	89598	89859	200812	635886	1
2018.03.05	12:00:00	89859	90753	89754	90675	158360	577318	1
2018.03.05	14:00:00	90675	90884	90565	90727	121138	435398	1
2018.03.05	16:00:00	90722	90816	90309	90591	123830	473743	1
2018.03.05	18:00:00	90596	90638	90481	90481	2541	11554	1
2018.03.06	08:00:00	91187	91506	91124	91495	57911	184870	1
2018.03.06	10:00:00	91501	91668	91056	91318	208806	684734	1
2018.03.06	12:00:00	91323	91443	90685	91208	196505	720238	1
2018.03.06	14:00:00	91213	91328	90821	90957	144878	548663	1
2018.03.06	16:00:00	90952	91124	90225	90262	116311	451680	1
2018.03.06	18:00:00	90267	90361	90037	90037	4214	17414	1
2018.03.07	08:00:00	89561	89948	89467	89927	58240	182355	1
2018.03.07	10:00:00	89932	90235	89373	89477	188331	662192	1
2018.03.07	12:00:00	89477	89582	89007	89033	165365	602574	1
2018.03.07	14:00:00	89038	89483	88871	89362	141046	525877	1
2018.03.07	16:00:00	89357	90131	89211	90052	123115	476430	1
2018.03.07	18:00:00	90063	90068	89979	89979	2378	11542	1
2018.03.08	08:00:00	90141	90450	90084	90267	46810	143744	1
2018.03.08	10:00:00	90267	90377	89435	89514	216014	752452	1
2018.03.08	12:00:00	89514	89551	88913	89352	163999	624352	1
2018.03.08	14:00:00	89352	89498	88996	89216	144642	520573	1
2018.03.08	16:00:00	89221	89849	89090	89509	130175	515485	1
2018.03.08	18:00:00	89503	89551	89388	89530	4714	18804	1
2018.03.09	08:00:00	89341	89796	89336	89666	38864	125645	1
2018.03.09	10:00:00	89660	90800	89247	90758	241749	816965	1
2018.03.09	12:00:00	90763	91025	90502	90889	137914	498872	1
2018.03.09	14:00:00	90889	90952	90460	90675	128581	498383	1
2018.03.09	16:00:00	90680	91035	90560	90999	97075	389103	1
2018.03.09	18:00:00	90994	91035	90899	90899	4548	23918	1
2018.03.12	08:00:00	91286	91407	91156	91365	42177	137461	1
2018.03.12	10:00:00	91365	91684	91103	91281	187881	673261	1
2018.03.12	12:00:00	91286	91370	91067	91281	119275	458742	1
2018.03.12	14:00:00	91281	91621	91203	91506	103538	402087	1
2018.03.12	16:00:00	91501	91699	91307	91318	81489	327376	1
2018.03.13	08:00:00	91610	91929	91495	91888	73227	275008	1
2018.03.13	10:00:00	91888	91992	91192	91218	192921	750907	1
2018.03.13	12:00:00	91213	91302	90622	91046	171484	755061	1
2018.03.13	14:00:00	91046	91203	90669	90884	151498	631154	1
2018.03.13	16:00:00	90894	91109	90544	90973	114044	467497	1
2018.03.14	08:00:00	91427	91548	91292	91302	55088	192060	1
2018.03.14	10:00:00	91297	91584	90659	90743	210967	832327	1
2018.03.14	12:00:00	90743	90800	90136	90356	165464	745104	1
2018.03.14	14:00:00	90356	90696	90230	90591	133218	562668	1
2018.03.14	16:00:00	90591	90769	90377	90429	83701	371033	1
2018.03.15	08:00:00	90481	90486	89937	90058	65524	211874	1
2018.03.15	10:00:00	90058	90356	89394	89718	188107	725143	1
2018.03.15	12:00:00	89713	89953	89540	89613	113769	460865	1
2018.03.15	14:00:00	89618	89734	89049	89284	118687	495867	1
2018.03.15	16:00:00	89279	89613	89237	89613	62686	267582	1
2018.03.16	08:00:00	89341	89686	89268	89618	62774	203309	1
2018.03.16	10:00:00	89618	89953	89059	89760	233027	895718	1
2018.03.16	12:00:00	89760	89796	89247	89362	150234	624831	1
2018.03.16	14:00:00	89368	89503	89174	89305	125633	513344	1
2018.03.16	16:00:00	89300	89383	88803	88803	95714	383599	1
2018.03.19	08:00:00	88385	88667	88243	88353	50734	156778	1
2018.03.19	10:00:00	88353	88975	88207	88505	237057	866954	1
2018.03.19	12:00:00	88510	88526	87919	88055	168783	694418	1
2018.03.19	14:00:00	88055	88385	87904	88311	139334	580435	1
2018.03.19	16:00:00	88306	88547	88071	88447	96731	390532	1
2018.03.20	08:00:00	88667	88798	88479	88568	59332	180265	1
2018.03.20	10:00:00	88568	88704	87977	88280	230608	803605	1
2018.03.20	12:00:00	88280	88745	88254	88677	145223	561061	1
2018.03.20	14:00:00	88677	88714	88275	88353	123686	464656	1
2018.03.20	16:00:00	88353	88641	88275	88468	94485	365485	1
2018.03.21	08:00:00	88311	88620	88233	88599	53122	159700	1
2018.03.21	10:00:00	88604	88986	88311	88876	211340	723465	1
2018.03.21	12:00:00	88881	89033	88761	88975	100528	370825	1
2018.03.21	14:00:00	88975	89760	88636	88871	197036	762716	1
2018.03.21	16:00:00	88860	89456	88845	89456	96674	405607	1
2018.03.22	08:00:00	89247	89666	89143	89268	88565	301238	1
2018.03.22	10:00:00	89268	89509	88740	88887	262287	991704	1
2018.03.22	12:00:00	88887	89185	88609	89096	175129	713320	1
2018.03.22	14:00:00	89101	89875	88975	89320	166513	696567	1
2018.03.22	16:00:00	89326	89435	88379	88442	168510	720653	1
2018.03.23	08:00:00	88134	88400	88050	88243	99171	260458	1
2018.03.23	10:00:00	88243	89247	88175	89195	316791	953529	1
2018.03.23	12:00:00	89195	89326	88238	88473	185132	670799	1
2018.03.23	14:00:00	88468	89838	88390	89122	232163	822277	1
2018.03.23	16:00:00	89132	89566	88411	88887	185172	663775	1
2018.03.26	08:00:00	89634	89791	89540	89697	53748	150606	1
2018.03.26	10:00:00	89702	89864	89012	89043	260790	857889	1
2018.03.26	12:00:00	89038	89185	88479	88704	219248	707418	1
2018.03.26	14:00:00	88709	89185	88698	89033	181023	582258	1
2018.03.26	16:00:00	89028	89781	88970	89629	120180	403194	1
2018.03.27	08:00:00	89922	90032	89467	89556	80854	223116	1
2018.03.27	10:00:00	89556	89582	88677	88970	257896	819138	1
2018.03.27	12:00:00	88970	89341	88808	89179	170511	596702	1
2018.03.27	14:00:00	89179	89279	88254	88280	242880	833009	1
2018.03.27	16:00:00	88285	88332	87600	87647	178527	666564	1
2018.03.28	08:00:00	87595	88071	87281	87292	97075	332725	1
2018.03.28	10:00:00	87287	87783	86931	87151	342813	1245896	1
2018.03.28	12:00:00	87151	87663	87067	87302	172093	644513	1
2018.03.28	14:00:00	87302	87935	87151	87846	187937	725548	1
2018.03.28	16:00:00	87841	88191	87480	87977	119654	502103	1
2018.03.29	08:00:00	88416	88515	88165	88223	70780	237527	1
2018.03.29	10:00:00	88223	89137	88186	89101	198254	700265	1
2018.03.29	12:00:00	89096	89587	88996	89503	135049	518576	1
2018.03.29	14:00:00	89503	89927	89352	89786	144026	592084	1
2018.03.29	16:00:00	89786	89969	89446	89718	103320	465367	1
2018.04.02	08:00:00	89310	89451	89169	89378	45083	142487	1
2018.04.02	10:00:00	89378	89885	89049	89211	248118	911476	1
2018.04.02	12:00:00	89211	89294	88772	89164	187070	727909	1
2018.04.02	14:00:00	89164	89273	88223	88421	192452	787697	1
2018.04.02	16:00:00	88416	88876	88275	88871	118068	495547	1
2018.04.03	08:00:00	89185	89430	89049	89394	59858	200293	1
2018.04.03	10:00:00	89394	89598	88756	89394	258344	974489	1
2018.04.03	12:00:00	89399	89456	88960	89200	156629	641283	1
2018.04.03	14:00:00	89200	89268	88243	88458	201778	825029	1
2018.04.03	16:00:00	88453	88829	88296	88369	147618	650945	1
2018.04.04	08:00:00	87396	87402	87062	87166	70630	249556	1
2018.04.04	10:00:00	87166	87496	86727	87470	254524	960075	1
2018.04.04	12:00:00	87470	88181	87391	87710	191023	751230	1
2018.04.04	14:00:00	87710	88301	87511	88108	202470	795391	1
2018.04.04	16:00:00	88102	88860	87930	88860	110929	435359	1
2018.04.05	08:00:00	90345	90575	90099	90183	77641	264012	1
2018.04.05	10:00:00	90183	90330	89441	89817	254393	929755	1
2018.04.05	12:00:00	89822	90173	89645	89734	125483	518752	1
2018.04.05	14:00:00	89734	89817	89054	89409	153327	642497	1
2018.04.05	16:00:00	89404	89561	89059	89289	83683	371874	1
2018.04.06	08:00:00	88845	89164	88620	88991	103015	342963	1
2018.04.06	10:00:00	88991	89247	87794	88024	302409	1108535	1
2018.04.06	12:00:00	88024	88578	87799	88521	163590	648234	1
2018.04.06	14:00:00	88515	88714	88008	88071	193165	717302	1
2018.04.06	16:00:00	88066	88881	87909	88777	137567	522736	1
2018.04.09	08:00:00	89373	89373	88923	89017	63380	199637	1
2018.04.09	10:00:00	89017	89127	88087	88358	226018	862234	1
2018.04.09	12:00:00	88358	88473	87391	87491	160580	616014	1
2018.04.09	14:00:00	87496	87977	87287	87857	147666	569080	1
2018.04.09	16:00:00	87857	87898	87010	87203	127675	527865	1
2018.04.10	08:00:00	87757	88013	87459	87872	103660	340336	1
2018.04.10	10:00:00	87872	88123	87255	87898	282354	979651	1
2018.04.10	12:00:00	87893	88296	87637	87694	186780	709221	1
2018.04.10	14:00:00	87689	88390	87606	88385	162534	603469	1
2018.04.10	16:00:00	88385	88683	88306	88683	90276	343401	1
2018.04.11	08:00:00	88238	88432	87998	88364	71427	225921	1
2018.04.11	10:00:00	88364	89394	88296	89200	229566	788361	1
2018.04.11	12:00:00	89205	89488	89038	89268	135044	509144	1
2018.04.11	14:00:00	89263	89435	89012	89279	135294	558546	1
2018.04.11	16:00:00	89273	89577	89043	89577	80135	346222	1
2018.04.12	08:00:00	89723	89822	89388	89409	61978	206134	1
2018.04.12	10:00:00	89409	89655	88960	88991	245239	937311	1
2018.04.12	12:00:00	88986	89483	88944	89462	104732	424638	1
2018.04.12	14:00:00	89456	89483	89085	89273	109927	444057	1
2018.04.12	16:00:00	89279	89524	89117	89336	80817	338279	1
2018.04.13	08:00:00	89509	89629	88960	89012	85460	266777	1
2018.04.13	10:00:00	89007	89179	87914	88118	252087	860771	1
2018.04.13	12:00:00	88113	88432	87992	88296	120950	420901	1
2018.04.13	14:00:00	88301	88494	88055	88223	123519	459148	1
2018.04.13	16:00:00	88223	88233	87904	87935	83015	315802	1
2018.04.16	08:00:00	88060	88306	87616	88191	92168	306626	1
2018.04.16	10:00:00	88196	88536	87020	87203	282271	977823	1
2018.04.16	12:00:00	87208	87349	86921	87261	122412	427781	1
2018.04.16	14:00:00	87255	87339	86497	86795	152202	536224	1
2018.04.16	16:00:00	86795	86921	86403	86403	88109	339696	1
2018.04.17	08:00:00	86837	86978	86434	86607	95044	306811	1
2018.04.17	10:00:00	86607	87240	86565	87208	240935	859789	1
2018.04.17	12:00:00	87208	87789	87172	87674	121684	459294	1
2018.04.17	14:00:00	87668	88029	87595	87809	135708	538913	1
2018.04.17	16:00:00	87809	88071	87742	87940	84833	311032	1
2018.04.18	08:00:00	88179	88796	88148	88708	60025	187347	1
2018.04.18	10:00:00	88702	89423	88687	89402	189327	692011	1
2018.04.18	12:00:00	89402	89646	89356	89610	106617	412635	1
2018.04.18	14:00:00	89605	90102	89605	89874	128337	514758	1
2018.04.18	16:00:00	89874	89978	89392	89392	92224	387268	1
2018.04.19	08:00:00	89703	89874	89330	89496	93159	310763	1
2018.04.19	10:00:00	89496	89942	89195	89807	300237	1042871	1
2018.04.19	12:00:00	89807	89843	89185	89548	168138	613425	1
2018.04.19	14:00:00	89553	89574	89024	89506	150838	574093	1
2018.04.19	16:00:00	89506	89802	89449	89677	92739	337219	1
2018.04.20	08:00:00	89558	89558	89091	89190	85633	252907	1
2018.04.20	10:00:00	89190	89459	88848	89096	227698	808808	1
2018.04.20	12:00:00	89102	89361	88801	89242	129503	492617	1
2018.04.20	14:00:00	89247	89610	89221	89330	110667	442163	1
2018.04.20	16:00:00	89325	89911	89174	89911	74716	318683	1
2018.04.23	08:00:00	89496	89610	89034	89122	57647	184565	1
2018.04.23	10:00:00	89128	89174	88474	89107	195323	731564	1
2018.04.23	12:00:00	89112	89646	89039	89397	127772	513174	1
2018.04.23	14:00:00	89397	89589	88816	89024	145951	560404	1
2018.04.23	16:00:00	89024	89589	88920	89589	95873	382435	1
2018.04.24	08:00:00	90066	90180	89682	89838	93475	298660	1
2018.04.24	10:00:00	89833	90522	89667	89812	271924	996050	1
2018.04.24	12:00:00	89812	90066	89485	89496	170865	679790	1
2018.04.24	14:00:00	89496	89553	88858	89309	193846	790656	1
2018.04.24	16:00:00	89309	89465	89107	89319	91005	365611	1
2018.04.25	08:00:00	88744	88827	88065	88339	104885	309838	1
2018.04.25	10:00:00	88339	88682	88039	88547	283650	929879	1
2018.04.25	12:00:00	88547	88853	88422	88770	154511	533372	1
2018.04.25	14:00:00	88770	89148	88396	88931	167977	606047	1
2018.04.25	16:00:00	88936	89185	88739	89185	79262	310511	1
2018.04.26	08:00:00	89288	89459	89122	89268	69549	220673	1
2018.04.26	10:00:00	89268	89796	89008	89729	218213	763959	1
2018.04.26	12:00:00	89729	89978	89548	89729	107755	405211	1
2018.04.26	14:00:00	89739	90253	89584	90191	106720	406892	1
2018.04.26	16:00:00	90191	90605	90066	90507	69472	276386	1
2018.04.27	08:00:00	90398	90906	90191	90891	83105	266831	1
2018.04.27	10:00:00	90891	91036	90154	90434	234861	905882	1
2018.04.27	12:00:00	90429	90673	90263	90636	113349	471495	1
2018.04.27	14:00:00	90636	90673	90258	90377	83139	325537	1
2018.04.27	16:00:00	90377	90491	90035	90191	76234	317518	1
2018.04.30	08:00:00	90377	90481	90206	90429	37853	110394	1
2018.04.30	10:00:00	90424	90585	89962	90092	167628	561846	1
2018.04.30	12:00:00	90092	90211	89848	89931	85906	312489	1
2018.04.30	14:00:00	89926	90051	89771	89843	82434	301053	1
2018.04.30	16:00:00	89843	89879	89444	89454	71412	253144	1
2018.05.02	08:00:00	89319	89527	88848	88977	80420	252190	1
2018.05.02	10:00:00	88972	89138	88360	88588	224852	739668	1
2018.05.02	12:00:00	88588	88770	88231	88298	107551	357970	1
2018.05.02	14:00:00	88298	88982	88241	88796	145434	506477	1
2018.05.02	16:00:00	88801	88842	88018	88142	90957	366267	1
2018.05.03	08:00:00	88231	88262	87764	87821	77793	233094	1
2018.05.03	10:00:00	87826	88194	87147	87183	281593	965628	1
2018.05.03	12:00:00	87183	87318	86748	87261	159565	616078	1
2018.05.03	14:00:00	87261	87603	87043	87308	164284	628131	1
2018.05.03	16:00:00	87308	87416	86701	86805	96616	407531	1
2018.05.04	08:00:00	86924	87028	86177	86504	113631	375317	1
2018.05.04	10:00:00	86509	87178	86250	86867	264123	946065	1
2018.05.04	12:00:00	86867	87318	86748	87204	127739	523042	1
2018.05.04	14:00:00	87209	87328	86903	86903	97452	390066	1
2018.05.04	16:00:00	86908	87162	86696	86696	99753	426277	1
2018.05.07	08:00:00	86799	86857	86530	86753	74070	227947	1
2018.05.07	10:00:00	86753	87183	86608	87142	198016	664021	1
2018.05.07	12:00:00	87142	87256	86597	86867	128852	470508	1
2018.05.07	14:00:00	86872	87131	86639	86675	106933	416258	1
2018.05.07	16:00:00	86670	86742	86032	86032	106173	435149	1
2018.05.08	08:00:00	86094	86421	85908	86193	84760	272461	1
2018.05.08	10:00:00	86188	86877	85638	86322	317931	1128633	1
2018.05.08	12:00:00	86322	86571	85877	86250	182354	656413	1
2018.05.08	14:00:00	86255	87007	86219	86577	176279	624845	1
2018.05.08	16:00:00	86577	86919	86468	86836	78384	301446	1
2018.05.09	08:00:00	87162	87276	86774	86939	95372	291683	1
2018.05.09	10:00:00	86939	87199	86281	86670	266445	930964	1
2018.05.09	12:00:00	86670	87785	86639	87603	155997	616515	1
2018.05.09	14:00:00	87608	87904	87458	87811	130275	535896	1
2018.05.09	16:00:00	87811	88096	87686	87888	90735	383713	1
2018.05.10	08:00:00	88039	88422	87811	88402	88771	266201	1
2018.05.10	10:00:00	88402	89128	88282	88915	228759	760855	1
2018.05.10	12:00:00	88915	89693	88863	89480	137972	506281	1
2018.05.10	14:00:00	89480	89890	89304	89434	157141	574513	1
2018.05.10	16:00:00	89434	89636	89221	89511	87515	332102	1
2018.05.11	08:00:00	89646	89750	89325	89579	70300	222724	1
2018.05.11	10:00:00	89579	90056	89221	89579	260540	914679	1
2018.05.11	12:00:00	89574	89651	88702	88848	152136	582639	1
2018.05.11	14:00:00	88848	89392	88775	89091	125769	460594	1
2018.05.11	16:00:00	89091	89122	88671	89045	75977	303006	1
2018.05.14	08:00:00	89112	89413	89060	89262	50746	146652	1
2018.05.14	10:00:00	89262	89682	89008	89408	242898	813102	1
2018.05.14	12:00:00	89402	89589	88428	88464	160910	574883	1
2018.05.14	14:00:00	88464	88713	88153	88687	145238	537956	1
2018.05.14	16:00:00	88692	89029	88557	89029	76008	294245	1
2018.05.15	08:00:00	88594	88625	87691	87779	114132	345156	1
2018.05.15	10:00:00	87779	88225	87219	88085	285260	982065	1
2018.05.15	12:00:00	88080	88770	87976	88552	180912	691837	1
2018.05.15	14:00:00	88557	88645	88070	88298	166053	635108	1
2018.05.15	16:00:00	88298	89107	88251	88956	102759	429190	1
2018.05.16	08:00:00	88775	88956	88365	88479	92354	296885	1
2018.05.16	10:00:00	88479	90294	88469	90263	271284	954886	1
2018.05.16	12:00:00	90258	90284	89843	90134	113020	409807	1
2018.05.16	14:00:00	90134	90139	89729	89864	116984	416943	1
2018.05.16	16:00:00	89859	90180	89625	90061	88302	346236	1
2018.05.17	08:00:00	89631	89796	88967	89387	114664	368782	1
2018.05.17	10:00:00	89382	89537	88412	88676	278451	932778	1
2018.05.17	12:00:00	88676	88702	87940	88075	160457	575987	1
2018.05.17	14:00:00	88070	88241	87323	87328	172022	639423	1
2018.05.17	16:00:00	87339	87494	86675	86893	132234	558676	1
2018.05.18	08:00:00	87308	87411	85436	85545	171204	511011	1
2018.05.18	10:00:00	85545	86447	85285	86037	328841	1108166	1
2018.05.18	12:00:00	86042	86074	84679	84860	176599	647751	1
2018.05.18	14:00:00	84865	86239	84648	86089	205452	807031	1
2018.05.18	16:00:00	86094	86587	85934	86203	107498	412580	1
2018.05.21	08:00:00	86789	87323	86763	87194	93919	270002	1
2018.05.21	10:00:00	87194	87282	86068	86514	317066	1017190	1
2018.05.21	12:00:00	86514	86628	85270	85643	181085	683869	1
2018.05.21	14:00:00	85643	86027	84855	85384	201375	802444	1
2018.05.21	16:00:00	85379	85524	85104	85353	98720	408781	1
2018.05.22	08:00:00	85503	86053	85420	85654	108498	331786	1
2018.05.22	10:00:00	85654	85996	84803	85306	346839	1145474	1
2018.05.22	12:00:00	85306	85934	85296	85607	147816	551724	1
2018.05.22	14:00:00	85602	86556	85374	86053	182773	694597	1
2018.05.22	16:00:00	86053	86836	85897	85975	127716	516446	1
2018.05.23	08:00:00	85047	85239	84570	84922	125604	365566	1
2018.05.23	10:00:00	84922	85446	84352	84409	279177	875137	1
2018.05.23	12:00:00	84404	84834	84368	84575	151179	501273	1
2018.05.23	14:00:00	84570	85156	84228	84274	192839	631117	1
2018.05.23	16:00:00	84269	84668	83979	84290	114237	423617	1
2018.05.24	08:00:00	82610	82703	82402	82485	83410	252906	1
2018.05.24	10:00:00	82491	83092	82045	82449	350568	1051500	1
2018.05.24	12:00:00	82449	82916	82382	82574	160187	527326	1
2018.05.24	14:00:00	82579	83429	82356	83253	183030	629565	1
2018.05.24	16:00:00	83248	83533	83087	83268	105849	421523	1
2018.05.25	08:00:00	83299	83891	82978	83735	94265	294761	1
2018.05.25	10:00:00	83740	83802	82667	82947	322303	1055677	1
2018.05.25	12:00:00	82952	83040	82423	82548	145827	547681	1
2018.05.25	14:00:00	82553	82610	81708	81951	171065	661603	1
2018.05.25	16:00:00	81951	82304	81661	82019	111120	428161	1
2018.05.28	08:00:00	81345	81599	80525	80868	118718	349179	1
2018.05.28	10:00:00	80868	81002	78970	78980	303903	833461	1
2018.05.28	12:00:00	78975	79571	78607	79380	173617	621968	1
2018.05.28	14:00:00	79380	79727	78934	79317	132997	484622	1
2018.05.28	16:00:00	79312	79421	77891	77985	119316	461780	1
2018.05.29	08:00:00	77617	79597	77585	79582	189627	533653	1
2018.05.29	10:00:00	79577	80235	79229	79535	386141	1122274	1
2018.05.29	12:00:00	79535	79940	79053	79934	247166	888749	1
2018.05.29	14:00:00	79929	80028	78317	78845	274891	1053714	1
2018.05.29	16:00:00	78845	79100	78576	78794	105359	434010	1
2018.05.30	08:00:00	79188	79654	78565	78674	138551	422962	1
2018.05.30	10:00:00	78680	79437	78368	78960	416979	1224117	1
2018.05.30	12:00:00	78954	80131	78944	79525	265062	808543	1
2018.05.30	14:00:00	79520	80157	79411	79888	196148	693576	1
2018.05.30	16:00:00	79893	80142	79359	80142	129546	458628	1
2018.06.01	08:00:00	80453	80531	79867	80344	122674	362943	1
2018.06.01	10:00:00	80344	81200	78218	78415	382313	1162800	1
2018.06.01	12:00:00	78420	79820	78389	79592	269704	867562	1
2018.06.01	14:00:00	79592	80500	79473	80230	178533	647442	1
2018.06.01	16:00:00	80235	80650	79328	80588	134685	490329	1
2018.06.04	08:00:00	81008	81402	80894	81174	96113	277432	1
2018.06.04	10:00:00	81174	81599	80805	81485	340139	1045834	1
2018.06.04	12:00:00	81479	81651	80945	81168	192502	678550	1
2018.06.04	14:00:00	81174	81552	81132	81526	127302	442560	1
2018.06.04	16:00:00	81526	81687	81257	81500	95317	360960	1
