<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.01.15	14:00:00	84632	84727	84601	84685	25182	93694	1
2018.01.15	15:00:00	84685	84690	84437	84542	25781	100029	1
2018.01.15	16:00:00	84542	84637	84442	84616	18639	65424	1
2018.01.15	17:00:00	84616	84690	84453	84680	20837	81852	1
2018.01.15	18:00:00	84680	84775	84653	84775	3403	15091	1
2018.01.16	09:00:00	84981	85012	84769	84785	68599	256633	1
2018.01.16	10:00:00	84785	84875	84548	84701	74994	256366	1
2018.01.16	11:00:00	84696	85107	84643	85055	67039	223427	1
2018.01.16	12:00:00	85065	85166	84933	85012	63314	222075	1
2018.01.16	13:00:00	85012	85129	84886	85118	67271	265256	1
2018.01.16	14:00:00	85113	85139	84870	84954	52211	189061	1
2018.01.16	15:00:00	84954	85049	84849	84938	34100	125645	1
2018.01.16	16:00:00	84938	85086	84854	84944	37962	141860	1
2018.01.16	17:00:00	84944	84965	84458	84637	49036	204806	1
2018.01.16	18:00:00	84632	84743	84606	84680	4558	24087	1
2018.01.17	09:00:00	84643	84833	84516	84769	59522	200719	1
2018.01.17	10:00:00	84769	85012	84643	84997	77397	258586	1
2018.01.17	11:00:00	85002	85113	84928	85044	44329	148656	1
2018.01.17	12:00:00	85039	85224	84938	85107	62511	226854	1
2018.01.17	13:00:00	85107	85414	85065	85345	46745	174959	1
2018.01.17	14:00:00	85345	85577	85245	85572	43150	155632	1
2018.01.17	15:00:00	85577	85852	85519	85831	54766	219306	1
2018.01.17	16:00:00	85831	86111	85773	86063	48921	199970	1
2018.01.17	17:00:00	86063	86237	85931	86179	33146	136184	1
2018.01.17	18:00:00	86179	86216	86116	86174	3593	19061	1
2018.01.18	09:00:00	85989	86100	85826	86042	59249	215822	1
2018.01.18	10:00:00	86042	86290	85942	86127	75429	265778	1
2018.01.18	11:00:00	86137	86227	85863	86016	57517	197000	1
2018.01.18	12:00:00	86021	86227	85963	86185	66303	237212	1
2018.01.18	13:00:00	86190	86259	86058	86116	53981	215171	1
2018.01.18	14:00:00	86111	86169	85767	85926	68916	266032	1
2018.01.18	15:00:00	85931	86005	85583	85651	48672	183711	1
2018.01.18	16:00:00	85651	85694	85308	85641	62310	239479	1
2018.01.18	17:00:00	85641	85936	85488	85767	36260	141364	1
2018.01.18	18:00:00	85773	85852	85746	85752	3572	16920	1
2018.01.19	09:00:00	85958	86243	85947	86216	47664	172222	1
2018.01.19	10:00:00	86211	86327	86074	86216	70974	263568	1
2018.01.19	11:00:00	86211	86243	85931	86058	58259	204108	1
2018.01.19	12:00:00	86063	86259	85947	85963	57195	202745	1
2018.01.19	13:00:00	85958	85968	85678	85873	67614	260533	1
2018.01.19	14:00:00	85873	86042	85826	86031	45298	176772	1
2018.01.19	15:00:00	86031	86132	85910	86000	35231	129329	1
2018.01.19	16:00:00	86000	86121	85804	86090	43312	181375	1
2018.01.19	17:00:00	86095	86385	86037	86185	38173	166767	1
2018.01.19	18:00:00	86174	86200	86031	86031	4050	17970	1
2018.01.22	09:00:00	85968	86306	85899	86222	50525	180477	1
2018.01.22	10:00:00	86216	86317	86068	86116	62641	198404	1
2018.01.22	11:00:00	86116	86158	85905	85995	53342	188546	1
2018.01.22	12:00:00	85995	86000	85720	85905	59403	209965	1
2018.01.22	13:00:00	85905	86185	85878	86137	40924	157698	1
2018.01.22	14:00:00	86142	86338	86105	86206	44102	166844	1
2018.01.22	15:00:00	86206	86322	86121	86248	36629	142618	1
2018.01.22	16:00:00	86243	86385	86153	86343	32548	127416	1
2018.01.22	17:00:00	86343	86480	86253	86475	33709	137218	1
2018.01.22	18:00:00	86475	86575	86470	86480	4826	23991	1
2018.01.23	09:00:00	86438	86570	86206	86285	49176	181893	1
2018.01.23	10:00:00	86285	86412	86179	86274	53453	183833	1
2018.01.23	11:00:00	86269	86285	85414	85604	103941	395863	1
2018.01.23	12:00:00	85604	85826	85424	85678	68758	261211	1
2018.01.23	13:00:00	85678	85942	85662	85884	46175	177195	1
2018.01.23	14:00:00	85884	85963	85725	85857	47765	180420	1
2018.01.23	15:00:00	85852	85868	85525	85630	46871	180132	1
2018.01.23	16:00:00	85630	85688	85261	85503	59328	239993	1
2018.01.23	17:00:00	85503	85625	85298	85519	42580	172832	1
2018.01.23	18:00:00	85519	85540	85366	85382	5733	25220	1
2018.01.24	09:00:00	85593	86380	85583	86185	69148	216618	1
2018.01.24	10:00:00	86185	87410	86132	87336	104301	370225	1
2018.01.24	11:00:00	87336	87536	87066	87346	91219	332677	1
2018.01.24	12:00:00	87352	87616	86813	87066	85287	307659	1
2018.01.24	13:00:00	87072	87489	87051	87293	68905	265703	1
2018.01.24	14:00:00	87293	87346	86860	86977	88255	321403	1
2018.01.24	15:00:00	86977	87468	86903	87452	63479	234668	1
2018.01.24	16:00:00	87447	88703	87209	88254	136125	481804	1
2018.01.24	17:00:00	88254	88893	87689	88798	105061	411947	1
2018.01.24	18:00:00	88793	88825	88614	88756	4266	17844	1
2018.01.26	09:00:00	89342	89934	89289	89506	63294	203557	1
2018.01.26	10:00:00	89506	89511	88904	89173	91885	308823	1
2018.01.26	11:00:00	89179	89527	88983	89052	81487	270361	1
2018.01.26	12:00:00	89047	89648	88819	89622	99115	352443	1
2018.01.26	13:00:00	89617	90477	89617	90330	112411	429937	1
2018.01.26	14:00:00	90335	90562	89897	89965	75039	286907	1
2018.01.26	15:00:00	89960	90493	89934	90414	65358	244600	1
2018.01.26	16:00:00	90414	90467	90134	90430	50445	187683	1
2018.01.26	17:00:00	90435	90731	90187	90615	47891	188367	1
2018.01.26	18:00:00	90615	90615	90493	90604	3250	15885	1
2018.01.29	09:00:00	90319	90345	89786	89854	57225	181850	1
2018.01.29	10:00:00	89854	90419	89691	90345	96293	326706	1
2018.01.29	11:00:00	90345	90372	89823	90013	79198	268469	1
2018.01.29	12:00:00	90018	90134	89833	89992	69221	236522	1
2018.01.29	13:00:00	89992	90166	89469	89532	75926	269251	1
2018.01.29	14:00:00	89532	89575	89258	89527	68570	251786	1
2018.01.29	15:00:00	89522	89543	89274	89411	43952	155440	1
2018.01.29	16:00:00	89411	89553	89311	89474	38642	136355	1
2018.01.29	17:00:00	89474	89770	89448	89638	43316	171157	1
2018.01.29	18:00:00	89643	89728	89538	89548	3637	16085	1
2018.01.30	09:00:00	89025	89279	88925	89105	63850	219877	1
2018.01.30	10:00:00	89110	89448	89105	89200	77100	259742	1
2018.01.30	11:00:00	89200	89432	88994	89010	61469	211350	1
2018.01.30	12:00:00	89010	89284	88846	88978	92127	334889	1
2018.01.30	13:00:00	88978	89020	88756	88925	79596	294818	1
2018.01.30	14:00:00	88925	89057	88719	88788	62560	230770	1
2018.01.30	15:00:00	88788	88962	88756	88872	43489	169046	1
2018.01.30	16:00:00	88872	89110	88761	89110	49332	193643	1
2018.01.30	17:00:00	89105	89596	89041	89522	61219	262494	1
2018.01.30	18:00:00	89522	89538	89400	89464	3575	14832	1
2018.01.31	09:00:00	89722	90525	89553	90467	72421	250163	1
2018.01.31	10:00:00	90462	91190	90367	91143	95512	330367	1
2018.01.31	11:00:00	91137	91159	90794	91011	58762	206897	1
2018.01.31	12:00:00	91011	91243	90858	90926	61929	225835	1
2018.01.31	13:00:00	90916	90932	90509	90594	74732	268385	1
2018.01.31	14:00:00	90599	90705	90330	90662	68281	260903	1
2018.01.31	15:00:00	90662	90752	90203	90303	58252	212544	1
2018.01.31	16:00:00	90308	90609	90219	90562	51571	185607	1
2018.01.31	17:00:00	90562	90942	89860	90008	84206	317116	1
2018.01.31	18:00:00	90013	90029	89870	90029	3784	14936	1
2018.02.01	09:00:00	90240	90662	89580	89849	81892	269937	1
2018.02.01	10:00:00	89844	90726	89833	90567	98490	328169	1
2018.02.01	11:00:00	90567	90573	89891	90150	80923	266261	1
2018.02.01	12:00:00	90150	90430	89817	90393	94949	321947	1
2018.02.01	13:00:00	90393	90599	90213	90483	63231	224703	1
2018.02.01	14:00:00	90477	90963	90256	90947	77824	301841	1
2018.02.01	15:00:00	90947	91090	90773	90805	62734	241107	1
2018.02.01	16:00:00	90810	91064	90662	90683	60721	228389	1
2018.02.01	17:00:00	90678	90726	90203	90430	66892	278224	1
2018.02.01	18:00:00	90430	90504	90367	90430	3971	17496	1
2018.02.02	09:00:00	89342	89479	88936	89194	83125	274760	1
2018.02.02	10:00:00	89189	89384	88957	89179	74713	242931	1
2018.02.02	11:00:00	89184	89353	88603	89004	87787	277970	1
2018.02.02	12:00:00	89004	89284	88883	88941	69638	244502	1
2018.02.02	13:00:00	88946	88951	88640	88909	73163	279143	1
2018.02.02	14:00:00	88909	89258	88835	88941	74848	278275	1
2018.02.02	15:00:00	88941	89622	88904	89464	71823	267965	1
2018.02.02	16:00:00	89464	89527	89168	89184	59382	224503	1
2018.02.02	17:00:00	89189	89210	88682	88777	60933	233466	1
2018.02.02	18:00:00	88782	88994	88767	88988	4346	19449	1
2018.02.05	09:00:00	88466	88614	88001	88170	67518	226281	1
2018.02.05	10:00:00	88165	88249	87906	88196	73001	232401	1
2018.02.05	11:00:00	88202	88635	88107	88518	72703	227846	1
2018.02.05	12:00:00	88518	88555	88075	88350	89714	303467	1
2018.02.05	13:00:00	88350	89205	88233	88957	113937	407993	1
2018.02.05	14:00:00	88962	89057	88466	88883	78449	294032	1
2018.02.05	15:00:00	88878	88941	88408	88518	74338	275808	1
2018.02.05	16:00:00	88513	88518	87790	88228	111641	426143	1
2018.02.05	17:00:00	88223	88260	86824	86876	75560	309056	1
2018.02.05	18:00:00	86876	86887	86016	86016	7702	35086	1
2018.02.06	09:00:00	86016	86486	85224	85366	128994	370649	1
2018.02.06	10:00:00	85361	86533	85044	86438	154353	463232	1
2018.02.06	11:00:00	86433	86449	85884	86359	105380	310691	1
2018.02.06	12:00:00	86359	88085	86163	87790	190625	536061	1
2018.02.06	13:00:00	87774	88122	87135	87573	173617	451685	1
2018.02.06	14:00:00	87579	87837	87272	87716	88413	304560	1
2018.02.06	15:00:00	87716	88360	87711	88149	90391	310891	1
2018.02.06	16:00:00	88154	88323	87679	87901	94323	339256	1
2018.02.06	17:00:00	87901	89168	87885	89036	75823	271407	1
2018.02.06	18:00:00	89036	89305	88936	89068	5082	23379	1
2018.02.07	09:00:00	88598	88936	88339	88841	88359	270915	1
2018.02.07	10:00:00	88841	88983	88360	88566	109852	321382	1
2018.02.07	11:00:00	88566	88888	88445	88798	77258	235002	1
2018.02.07	12:00:00	88798	89279	88619	89062	104094	327282	1
2018.02.07	13:00:00	89057	89263	88518	88740	95874	321708	1
2018.02.07	14:00:00	88740	89099	88376	88550	90328	292840	1
2018.02.07	15:00:00	88545	88555	87763	87827	93186	298101	1
2018.02.07	16:00:00	87827	88128	87505	87816	109944	374385	1
2018.02.07	17:00:00	87821	88043	87177	87336	61008	217769	1
2018.02.07	18:00:00	87341	87616	87330	87616	3407	16828	1
2018.02.08	09:00:00	87177	87959	87172	87758	71155	213166	1
2018.02.08	10:00:00	87758	88096	87499	87964	104861	333701	1
2018.02.08	11:00:00	87964	88270	87610	88122	86221	286276	1
2018.02.08	12:00:00	88128	88254	87631	87779	92897	315310	1
2018.02.08	13:00:00	87785	87969	86966	87051	100722	383519	1
2018.02.08	14:00:00	87051	87352	86391	86475	127316	469383	1
2018.02.08	15:00:00	86464	86660	85841	85958	120267	463359	1
2018.02.08	16:00:00	85963	86734	85646	86396	132923	516432	1
2018.02.08	17:00:00	86396	86633	85958	86047	76333	309007	1
2018.02.08	18:00:00	86047	86237	85884	85884	3613	17275	1
2018.02.09	09:00:00	86058	86596	85556	85762	101014	265316	1
2018.02.09	10:00:00	85767	86063	85382	85477	123505	347014	1
2018.02.09	11:00:00	85472	86501	85451	86274	103949	297228	1
2018.02.09	12:00:00	86280	86533	85752	86443	133918	413286	1
2018.02.09	13:00:00	86449	86501	85192	85356	125971	385664	1
2018.02.09	14:00:00	85308	85562	84785	84812	107917	327355	1
2018.02.09	15:00:00	84817	84891	84273	84564	118356	393537	1
2018.02.09	16:00:00	84553	85361	84115	84954	115148	422387	1
2018.02.09	17:00:00	84954	86016	84880	85540	117086	407540	1
2018.02.09	18:00:00	85530	85657	85261	85540	7348	20415	1
2018.02.14	13:00:00	87647	87804	87078	87663	127637	353359	1
2018.02.14	14:00:00	87663	87762	87344	87595	101266	294104	1
2018.02.14	15:00:00	87600	88113	87444	88013	76053	258798	1
2018.02.14	16:00:00	88013	88212	87893	88050	77448	280311	1
2018.02.14	17:00:00	88050	88615	88013	88374	64456	248345	1
2018.02.14	18:00:00	88369	88395	88259	88301	3633	17275	1
2018.02.15	09:00:00	89101	89195	88798	89080	65636	204816	1
2018.02.15	10:00:00	89080	89300	88907	89043	80185	261261	1
2018.02.15	11:00:00	89049	89341	88923	89258	67034	236211	1
2018.02.15	12:00:00	89258	89524	89002	89472	84041	292360	1
2018.02.15	13:00:00	89467	89551	88881	88887	84498	302891	1
2018.02.15	14:00:00	88892	89341	88693	89111	95552	350362	1
2018.02.15	15:00:00	89106	89279	88860	89049	74955	274731	1
2018.02.15	16:00:00	89054	89446	89022	89169	72460	268248	1
2018.02.15	17:00:00	89169	89378	88881	88928	50559	202173	1
2018.02.15	18:00:00	88923	89049	88866	89002	4073	20969	1
2018.02.16	09:00:00	89305	89326	89096	89111	49154	180435	1
2018.02.16	10:00:00	89111	89247	88745	88975	70670	220528	1
2018.02.16	11:00:00	88981	89059	88756	88782	58155	177757	1
2018.02.16	12:00:00	88782	88902	88515	88698	83400	275193	1
2018.02.16	13:00:00	88709	89137	88541	88991	70537	254263	1
2018.02.16	14:00:00	88991	89273	88960	88981	53513	194138	1
2018.02.16	15:00:00	88981	89409	88907	89085	68049	248601	1
2018.02.16	16:00:00	89085	89158	88709	89038	76141	278052	1
2018.02.16	17:00:00	89038	89336	88803	89310	55257	208666	1
2018.02.16	18:00:00	89310	89404	89247	89404	4151	20092	1
2018.02.19	09:00:00	89666	89796	89451	89545	50609	162425	1
2018.02.19	10:00:00	89545	89707	89425	89629	48235	155844	1
2018.02.19	11:00:00	89629	89739	89415	89540	46827	154630	1
2018.02.19	12:00:00	89540	89545	89331	89373	49138	172312	1
2018.02.19	13:00:00	89378	89551	89289	89498	31741	101902	1
2018.02.19	14:00:00	89498	89519	89373	89420	18907	61355	1
2018.02.19	15:00:00	89415	89488	89373	89435	13835	47300	1
2018.02.19	16:00:00	89441	89498	89415	89435	11961	42400	1
2018.02.19	17:00:00	89441	89509	89347	89477	12335	49483	1
2018.02.19	18:00:00	89472	89639	89456	89545	2299	13612	1
2018.02.20	09:00:00	89038	89169	88934	89153	48891	173948	1
2018.02.20	10:00:00	89148	89268	88907	89164	64436	224928	1
2018.02.20	11:00:00	89164	89760	89043	89629	97105	354640	1
2018.02.20	12:00:00	89629	90267	89556	90089	102267	401500	1
2018.02.20	13:00:00	90089	90675	90084	90617	76597	289914	1
2018.02.20	14:00:00	90617	91182	90612	90899	78343	331042	1
2018.02.20	15:00:00	90899	91035	90701	90795	68293	273139	1
2018.02.20	16:00:00	90795	90837	90523	90622	66301	255794	1
2018.02.20	17:00:00	90628	90763	90167	90560	63078	252728	1
2018.02.20	18:00:00	90570	90685	90476	90685	4686	22043	1
2018.02.21	09:00:00	90560	90920	90418	90884	49086	170832	1
2018.02.21	10:00:00	90879	91077	90795	90936	67912	232072	1
2018.02.21	11:00:00	90936	91647	90936	91255	103540	373839	1
2018.02.21	12:00:00	91255	91380	91135	91244	58356	205876	1
2018.02.21	13:00:00	91239	91543	91020	91443	68519	245441	1
2018.02.21	14:00:00	91448	91725	91271	91548	63246	214637	1
2018.02.21	15:00:00	91548	91715	91401	91558	52884	181117	1
2018.02.21	16:00:00	91558	92311	91448	91778	126543	441035	1
2018.02.21	17:00:00	91773	91778	90837	90873	94734	377359	1
2018.02.21	18:00:00	90863	90952	90554	90554	5001	20732	1
2018.02.22	09:00:00	90978	91161	90716	91114	56384	182245	1
2018.02.22	10:00:00	91109	91762	91056	91694	99624	326789	1
2018.02.22	11:00:00	91699	92071	91584	91642	117878	363161	1
2018.02.22	12:00:00	91647	91940	91558	91658	94873	311765	1
2018.02.22	13:00:00	91663	92008	91663	91888	67520	245915	1
2018.02.22	14:00:00	91888	91961	91673	91694	58478	212158	1
2018.02.22	15:00:00	91699	91767	91088	91328	91782	362165	1
2018.02.22	16:00:00	91333	91678	91177	91239	73279	278096	1
2018.02.22	17:00:00	91244	91595	91192	91506	65988	262591	1
2018.02.22	18:00:00	91506	91579	91396	91543	5006	16854	1
2018.02.23	09:00:00	92018	92165	91773	91992	62722	194946	1
2018.02.23	10:00:00	91997	92065	91741	91908	77556	247429	1
2018.02.23	11:00:00	91908	91987	91600	91694	73781	256874	1
2018.02.23	12:00:00	91689	91767	91218	91475	87703	314070	1
2018.02.23	13:00:00	91475	91537	90826	91475	88146	341258	1
2018.02.23	14:00:00	91475	91767	91297	91621	73718	292478	1
2018.02.23	15:00:00	91621	91715	91250	91647	87724	335432	1
2018.02.23	16:00:00	91647	91982	91548	91809	78001	306740	1
2018.02.23	17:00:00	91809	92144	91778	92133	56194	213754	1
2018.02.23	18:00:00	92128	92175	92060	92175	4770	17965	1
2018.02.26	09:00:00	92635	92928	92536	92876	46087	145593	1
2018.02.26	10:00:00	92870	93200	92771	93111	71386	236539	1
2018.02.26	11:00:00	93116	93226	92562	92614	87661	294383	1
2018.02.26	12:00:00	92609	92677	92217	92358	90383	317184	1
2018.02.26	13:00:00	92358	92604	92264	92536	63676	233195	1
2018.02.26	14:00:00	92541	92803	92515	92525	70872	267073	1
2018.02.26	15:00:00	92531	92620	92196	92295	66898	244927	1
2018.02.26	16:00:00	92295	92473	92065	92463	68741	245372	1
2018.02.26	17:00:00	92463	92667	92337	92468	55439	221517	1
2018.02.26	18:00:00	92468	92578	92421	92536	3614	17836	1
2018.02.27	09:00:00	92196	92332	92118	92227	38541	116287	1
2018.02.27	10:00:00	92238	92578	92071	92478	78204	252050	1
2018.02.27	11:00:00	92489	92714	92238	92285	66739	227661	1
2018.02.27	12:00:00	92274	92457	91360	91610	94160	346100	1
2018.02.27	13:00:00	91610	91872	91490	91668	64851	221185	1
2018.02.27	14:00:00	91673	92050	91605	91971	62917	227467	1
2018.02.27	15:00:00	91971	92154	91814	91935	52997	191255	1
2018.02.27	16:00:00	91940	91992	91626	91778	55409	199708	1
2018.02.27	17:00:00	91778	91882	91631	91678	33576	124148	1
2018.02.27	18:00:00	91668	91720	91569	91569	3956	16719	1
2018.02.28	09:00:00	91569	91642	91391	91574	49114	155719	1
2018.02.28	10:00:00	91579	91684	91114	91626	103348	370482	1
2018.02.28	11:00:00	91626	91971	91333	91673	98677	388368	1
2018.02.28	12:00:00	91678	91694	90784	90920	93494	370870	1
2018.02.28	13:00:00	90915	90978	90533	90884	84650	341010	1
2018.02.28	14:00:00	90879	90957	90612	90790	62596	255342	1
2018.02.28	15:00:00	90790	91046	90690	91020	66568	273818	1
2018.02.28	16:00:00	91020	91056	90711	90811	61278	227981	1
2018.02.28	17:00:00	90805	90863	90047	90063	83775	308726	1
2018.02.28	18:00:00	90073	90110	89927	89958	8520	32159	1
2018.03.01	09:00:00	89718	90288	89629	90199	74636	234229	1
2018.03.01	10:00:00	90204	90847	90094	90805	105905	349896	1
2018.03.01	11:00:00	90805	91025	90382	90575	122201	435774	1
2018.03.01	12:00:00	90575	90983	90465	90492	108610	395886	1
2018.03.01	13:00:00	90497	90837	90251	90690	98693	366021	1
2018.03.01	14:00:00	90685	90711	90152	90445	100819	369105	1
2018.03.01	15:00:00	90439	90439	89551	89561	123167	475603	1
2018.03.01	16:00:00	89561	89869	89179	89801	128048	505773	1
2018.03.01	17:00:00	89801	90272	89624	90115	81154	336002	1
2018.03.01	18:00:00	90120	90188	90011	90120	3390	15687	1
2018.03.02	09:00:00	89592	89713	89258	89268	70959	216906	1
2018.03.02	10:00:00	89258	89493	88740	89200	111193	345559	1
2018.03.02	11:00:00	89200	89341	88416	88604	137327	460696	1
2018.03.02	12:00:00	88609	88860	88468	88756	94485	342407	1
2018.03.02	13:00:00	88751	89273	88656	89253	78017	283514	1
2018.03.02	14:00:00	89247	89786	89148	89671	93224	352112	1
2018.03.02	15:00:00	89666	89739	89415	89545	70715	270107	1
2018.03.02	16:00:00	89540	90005	89540	89786	77447	294494	1
2018.03.02	17:00:00	89786	90518	89723	90455	57762	230937	1
2018.03.02	18:00:00	90465	90554	90371	90450	4310	20928	1
2018.03.05	09:00:00	90241	90403	90000	90058	51111	148445	1
2018.03.05	10:00:00	90052	90220	89692	89744	94493	283316	1
2018.03.05	11:00:00	89749	90047	89598	89859	106319	352570	1
2018.03.05	12:00:00	89859	90382	89754	90366	78422	276188	1
2018.03.05	13:00:00	90361	90753	90330	90675	79938	301130	1
2018.03.05	14:00:00	90675	90816	90565	90675	59823	218312	1
2018.03.05	15:00:00	90680	90884	90607	90727	61315	217086	1
2018.03.05	16:00:00	90722	90795	90309	90580	71029	258659	1
2018.03.05	17:00:00	90580	90816	90366	90591	52801	215084	1
2018.03.05	18:00:00	90596	90638	90481	90481	2541	11554	1
2018.03.06	09:00:00	91187	91506	91124	91495	57911	184870	1
2018.03.06	10:00:00	91501	91668	91208	91312	96961	308580	1
2018.03.06	11:00:00	91318	91543	91056	91318	111845	376154	1
2018.03.06	12:00:00	91323	91443	90685	90779	115632	416306	1
2018.03.06	13:00:00	90779	91244	90711	91208	80873	303932	1
2018.03.06	14:00:00	91213	91307	90957	91281	68721	258929	1
2018.03.06	15:00:00	91276	91328	90821	90957	76157	289734	1
2018.03.06	16:00:00	90952	91124	90863	90946	51381	197913	1
2018.03.06	17:00:00	90946	90946	90225	90262	64930	253767	1
2018.03.06	18:00:00	90267	90361	90037	90037	4214	17414	1
2018.03.07	09:00:00	89561	89948	89467	89927	58240	182355	1
2018.03.07	10:00:00	89932	90235	89843	89984	68342	230752	1
2018.03.07	11:00:00	89984	90136	89373	89477	119989	431440	1
2018.03.07	12:00:00	89477	89582	89185	89483	98751	363749	1
2018.03.07	13:00:00	89477	89524	89007	89033	66614	238825	1
2018.03.07	14:00:00	89038	89195	88892	89117	65012	238252	1
2018.03.07	15:00:00	89122	89483	88871	89362	76034	287625	1
2018.03.07	16:00:00	89357	89498	89211	89336	62110	228234	1
2018.03.07	17:00:00	89336	90131	89315	90052	61005	248196	1
2018.03.07	18:00:00	90063	90068	89979	89979	2378	11542	1
2018.03.08	09:00:00	90141	90450	90084	90267	46810	143744	1
2018.03.08	10:00:00	90267	90377	89765	89937	88497	298049	1
2018.03.08	11:00:00	89937	90235	89435	89514	127517	454403	1
2018.03.08	12:00:00	89514	89551	88939	88975	93966	358542	1
2018.03.08	13:00:00	88981	89378	88913	89352	70033	265810	1
2018.03.08	14:00:00	89352	89404	89090	89347	64739	232367	1
2018.03.08	15:00:00	89357	89498	88996	89216	79903	288206	1
2018.03.08	16:00:00	89221	89671	89090	89545	65195	250500	1
2018.03.08	17:00:00	89545	89849	89205	89509	64980	264985	1
2018.03.08	18:00:00	89503	89551	89388	89530	4714	18804	1
2018.03.09	09:00:00	89341	89796	89336	89666	38864	125645	1
2018.03.09	10:00:00	89660	90654	89247	90340	145966	482680	1
2018.03.09	11:00:00	90335	90800	90246	90758	95783	334285	1
2018.03.09	12:00:00	90763	90962	90502	90774	77251	281954	1
2018.03.09	13:00:00	90774	91025	90701	90889	60663	216918	1
2018.03.09	14:00:00	90889	90952	90460	90539	67283	259813	1
2018.03.09	15:00:00	90544	90852	90539	90675	61298	238570	1
2018.03.09	16:00:00	90680	90915	90560	90690	56090	218364	1
2018.03.09	17:00:00	90685	91035	90622	90999	40985	170739	1
2018.03.09	18:00:00	90994	91035	90899	90899	4548	23918	1
2018.03.12	09:00:00	91286	91407	91156	91365	42177	137461	1
2018.03.12	10:00:00	91365	91563	91103	91448	90366	311726	1
2018.03.12	11:00:00	91448	91684	91234	91281	97515	361535	1
2018.03.12	12:00:00	91286	91365	91067	91124	69029	261629	1
2018.03.12	13:00:00	91124	91370	91124	91281	50246	197113	1
2018.03.12	14:00:00	91281	91516	91203	91422	47737	181973	1
2018.03.12	15:00:00	91422	91621	91349	91506	55801	220114	1
2018.03.12	16:00:00	91501	91699	91375	91495	58342	232394	1
2018.03.12	17:00:00	91495	91532	91307	91318	23147	94982	1
2018.03.13	09:00:00	91610	91929	91495	91888	73227	275008	1
2018.03.13	10:00:00	91888	91992	91610	91637	93362	349073	1
2018.03.13	11:00:00	91642	91767	91192	91218	99559	401834	1
2018.03.13	12:00:00	91213	91302	90899	90899	88620	382197	1
2018.03.13	13:00:00	90905	91150	90622	91046	82864	372864	1
2018.03.13	14:00:00	91046	91203	90669	90727	72246	314203	1
2018.03.13	15:00:00	90727	91072	90706	90884	79252	316951	1
2018.03.13	16:00:00	90894	90988	90544	90842	84548	339708	1
2018.03.13	17:00:00	90852	91109	90837	90973	29496	127789	1
2018.03.14	09:00:00	91427	91548	91292	91302	55088	192060	1
2018.03.14	10:00:00	91297	91584	91009	91056	107690	416060	1
2018.03.14	11:00:00	91062	91166	90659	90743	103277	416267	1
2018.03.14	12:00:00	90743	90800	90282	90450	99177	459219	1
2018.03.14	13:00:00	90450	90486	90136	90356	66287	285885	1
2018.03.14	14:00:00	90356	90696	90230	90596	61540	256431	1
2018.03.14	15:00:00	90591	90664	90288	90591	71678	306237	1
2018.03.14	16:00:00	90591	90769	90377	90680	63065	276514	1
2018.03.14	17:00:00	90675	90680	90398	90429	20636	94519	1
2018.03.15	09:00:00	90481	90486	89937	90058	65524	211874	1
2018.03.15	10:00:00	90058	90356	89493	89545	112410	421138	1
2018.03.15	11:00:00	89556	89791	89394	89718	75697	304005	1
2018.03.15	12:00:00	89713	89953	89582	89739	62012	253272	1
2018.03.15	13:00:00	89739	89880	89540	89613	51757	207593	1
2018.03.15	14:00:00	89618	89734	89143	89174	64930	272789	1
2018.03.15	15:00:00	89179	89310	89049	89284	53757	223078	1
2018.03.15	16:00:00	89279	89420	89237	89368	40236	165915	1
2018.03.15	17:00:00	89368	89613	89268	89613	22450	101667	1
2018.03.16	09:00:00	89341	89686	89268	89618	62774	203309	1
2018.03.16	10:00:00	89618	89812	89059	89692	137670	507015	1
2018.03.16	11:00:00	89697	89953	89603	89760	95357	388703	1
2018.03.16	12:00:00	89760	89796	89404	89545	84297	348724	1
2018.03.16	13:00:00	89545	89598	89247	89362	65937	276107	1
2018.03.16	14:00:00	89368	89493	89195	89341	65949	271845	1
2018.03.16	15:00:00	89336	89503	89174	89305	59684	241499	1
2018.03.16	16:00:00	89300	89383	89054	89101	65529	259383	1
2018.03.16	17:00:00	89111	89216	88803	88803	30185	124216	1
2018.03.19	09:00:00	88385	88667	88243	88353	50734	156778	1
2018.03.19	10:00:00	88353	88787	88207	88714	129676	451386	1
2018.03.19	11:00:00	88719	88975	88437	88505	107381	415568	1
2018.03.19	12:00:00	88510	88526	88097	88175	91507	381818	1
2018.03.19	13:00:00	88170	88254	87919	88055	77276	312600	1
2018.03.19	14:00:00	88055	88233	87904	88217	67634	278684	1
2018.03.19	15:00:00	88212	88385	88040	88311	71700	301751	1
2018.03.19	16:00:00	88306	88416	88071	88249	71890	288314	1
2018.03.19	17:00:00	88254	88547	88134	88447	24841	102218	1
2018.03.20	09:00:00	88667	88798	88479	88568	59332	180265	1
2018.03.20	10:00:00	88568	88704	88108	88139	135672	462944	1
2018.03.20	11:00:00	88144	88332	87977	88280	94936	340661	1
2018.03.20	12:00:00	88280	88745	88254	88578	83957	328917	1
2018.03.20	13:00:00	88573	88709	88442	88677	61266	232144	1
2018.03.20	14:00:00	88677	88714	88275	88348	58965	219186	1
2018.03.20	15:00:00	88358	88536	88290	88353	64721	245470	1
